dados,data,tipo,colegiados
"{""data"":""06/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/03/2016,PRESENCIAL,[]}
"{""data"":""07/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/03/2016,PRESENCIAL,[]}
"{""data"":""12/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/03/2016,PRESENCIAL,[]}
"{""data"":""13/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/03/2016,PRESENCIAL,[]}
"{""data"":""14/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/03/2016,PRESENCIAL,[]}
"{""data"":""19/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/03/2016,PRESENCIAL,[]}
"{""data"":""20/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/03/2016,PRESENCIAL,[]}
"{""data"":""26/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/03/2016,PRESENCIAL,[]}
"{""data"":""27/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/03/2016,PRESENCIAL,[]}
"{""data"":""28/03/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/03/2016,PRESENCIAL,[]}
"{""data"":""03/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/04/2016,PRESENCIAL,[]}
"{""data"":""04/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/04/2016,PRESENCIAL,[]}
"{""data"":""10/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/04/2016,PRESENCIAL,[]}
"{""data"":""11/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/04/2016,PRESENCIAL,[]}
"{""data"":""17/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/04/2016,PRESENCIAL,[]}
"{""data"":""18/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/04/2016,PRESENCIAL,[]}
"{""data"":""24/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/04/2016,PRESENCIAL,[]}
"{""data"":""25/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/04/2016,PRESENCIAL,[]}
"{""data"":""31/04/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/04/2016,PRESENCIAL,[]}
"{""data"":""01/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/05/2016,PRESENCIAL,[]}
"{""data"":""02/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/05/2016,PRESENCIAL,[]}
"{""data"":""07/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/05/2016,PRESENCIAL,[]}
"{""data"":""08/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/05/2016,PRESENCIAL,[]}
"{""data"":""09/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/05/2016,PRESENCIAL,[]}
"{""data"":""14/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/05/2016,PRESENCIAL,[]}
"{""data"":""15/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/05/2016,PRESENCIAL,[]}
"{""data"":""16/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/05/2016,PRESENCIAL,[]}
"{""data"":""21/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/05/2016,PRESENCIAL,[]}
"{""data"":""22/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/05/2016,PRESENCIAL,[]}
"{""data"":""23/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/05/2016,PRESENCIAL,[]}
"{""data"":""28/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/05/2016,PRESENCIAL,[]}
"{""data"":""29/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/05/2016,PRESENCIAL,[]}
"{""data"":""30/05/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/05/2016,PRESENCIAL,[]}
"{""data"":""02/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/07/2016,PRESENCIAL,[]}
"{""data"":""03/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/07/2016,PRESENCIAL,[]}
"{""data"":""04/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/07/2016,PRESENCIAL,[]}
"{""data"":""09/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/07/2016,PRESENCIAL,[]}
"{""data"":""10/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/07/2016,PRESENCIAL,[]}
"{""data"":""16/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/07/2016,PRESENCIAL,[]}
"{""data"":""17/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/07/2016,PRESENCIAL,[]}
"{""data"":""18/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/07/2016,PRESENCIAL,[]}
"{""data"":""23/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/07/2016,PRESENCIAL,[]}
"{""data"":""24/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/07/2016,PRESENCIAL,[]}
"{""data"":""25/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/07/2016,PRESENCIAL,[]}
"{""data"":""30/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/07/2016,PRESENCIAL,[]}
"{""data"":""31/07/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",31/07/2016,PRESENCIAL,[]}
"{""data"":""06/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/08/2016,PRESENCIAL,[]}
"{""data"":""08/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/08/2016,PRESENCIAL,[]}
"{""data"":""13/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/08/2016,PRESENCIAL,[]}
"{""data"":""14/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/08/2016,PRESENCIAL,[]}
"{""data"":""15/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/08/2016,PRESENCIAL,[]}
"{""data"":""20/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/08/2016,PRESENCIAL,[]}
"{""data"":""21/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/08/2016,PRESENCIAL,[]}
"{""data"":""22/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/08/2016,PRESENCIAL,[]}
"{""data"":""27/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/08/2016,PRESENCIAL,[]}
"{""data"":""28/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/08/2016,PRESENCIAL,[]}
"{""data"":""29/08/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/08/2016,PRESENCIAL,[]}
"{""data"":""04/09/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/09/2016,PRESENCIAL,[]}
"{""data"":""05/09/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/09/2016,PRESENCIAL,[]}
"{""data"":""11/09/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/09/2016,PRESENCIAL,[]}
"{""data"":""18/09/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/09/2016,PRESENCIAL,[]}
"{""data"":""19/09/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/09/2016,PRESENCIAL,[]}
"{""data"":""25/09/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/09/2016,PRESENCIAL,[]}
"{""data"":""26/09/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/09/2016,PRESENCIAL,[]}
"{""data"":""03/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/10/2016,PRESENCIAL,[]}
"{""data"":""08/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/10/2016,PRESENCIAL,[]}
"{""data"":""09/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/10/2016,PRESENCIAL,[]}
"{""data"":""10/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/10/2016,PRESENCIAL,[]}
"{""data"":""16/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/10/2016,PRESENCIAL,[]}
"{""data"":""17/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/10/2016,PRESENCIAL,[]}
"{""data"":""22/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/10/2016,PRESENCIAL,[]}
"{""data"":""23/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/10/2016,PRESENCIAL,[]}
"{""data"":""24/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/10/2016,PRESENCIAL,[]}
"{""data"":""29/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/10/2016,PRESENCIAL,[]}
"{""data"":""30/10/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/10/2016,PRESENCIAL,[]}
"{""data"":""01/11/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/11/2016,PRESENCIAL,[]}
"{""data"":""06/11/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/11/2016,PRESENCIAL,[]}
"{""data"":""07/11/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/11/2016,PRESENCIAL,[]}
"{""data"":""13/11/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/11/2016,PRESENCIAL,[]}
"{""data"":""14/11/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/11/2016,PRESENCIAL,[]}
"{""data"":""15/11/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/11/2016,PRESENCIAL,[]}
"{""data"":""19/11/2016"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/11/2016,PRESENCIAL,[]}
"{""data"":""02/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/01/2015,PRESENCIAL,[]}
"{""data"":""03/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/01/2015,PRESENCIAL,[]}
"{""data"":""04/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/01/2015,PRESENCIAL,[]}
"{""data"":""05/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/01/2015,PRESENCIAL,[]}
"{""data"":""10/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/01/2015,PRESENCIAL,[]}
"{""data"":""11/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/01/2015,PRESENCIAL,[]}
"{""data"":""12/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/01/2015,PRESENCIAL,[]}
"{""data"":""24/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/01/2015,PRESENCIAL,[]}
"{""data"":""25/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/01/2015,PRESENCIAL,[]}
"{""data"":""26/01/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/01/2015,PRESENCIAL,[]}
"{""data"":""17/02/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/02/2015,PRESENCIAL,[]}
"{""data"":""18/02/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/02/2015,PRESENCIAL,[]}
"{""data"":""19/02/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/02/2015,PRESENCIAL,[]}
"{""data"":""07/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/03/2015,PRESENCIAL,[]}
"{""data"":""08/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/03/2015,PRESENCIAL,[]}
"{""data"":""09/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/03/2015,PRESENCIAL,[]}
"{""data"":""14/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/03/2015,PRESENCIAL,[]}
"{""data"":""15/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/03/2015,PRESENCIAL,[]}
"{""data"":""16/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/03/2015,PRESENCIAL,[]}
"{""data"":""22/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/03/2015,PRESENCIAL,[]}
"{""data"":""23/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/03/2015,PRESENCIAL,[]}
"{""data"":""28/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/03/2015,PRESENCIAL,[]}
"{""data"":""29/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/03/2015,PRESENCIAL,[]}
"{""data"":""30/03/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/03/2015,PRESENCIAL,[]}
"{""data"":""05/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/04/2015,PRESENCIAL,[]}
"{""data"":""06/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/04/2015,PRESENCIAL,[]}
"{""data"":""12/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/04/2015,PRESENCIAL,[]}
"{""data"":""13/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/04/2015,PRESENCIAL,[]}
"{""data"":""19/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/04/2015,PRESENCIAL,[]}
"{""data"":""20/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/04/2015,PRESENCIAL,[]}
"{""data"":""21/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/04/2015,PRESENCIAL,[]}
"{""data"":""26/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/04/2015,PRESENCIAL,[]}
"{""data"":""27/04/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/04/2015,PRESENCIAL,[]}
"{""data"":""02/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/05/2015,PRESENCIAL,[]}
"{""data"":""09/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/05/2015,PRESENCIAL,[]}
"{""data"":""10/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/05/2015,PRESENCIAL,[]}
"{""data"":""11/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/05/2015,PRESENCIAL,[]}
"{""data"":""17/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/05/2015,PRESENCIAL,[]}
"{""data"":""18/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/05/2015,PRESENCIAL,[]}
"{""data"":""23/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/05/2015,PRESENCIAL,[]}
"{""data"":""24/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/05/2015,PRESENCIAL,[]}
"{""data"":""25/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/05/2015,PRESENCIAL,[]}
"{""data"":""30/05/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/05/2015,PRESENCIAL,[]}
"{""data"":""01/06/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/06/2015,PRESENCIAL,[]}
"{""data"":""03/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/07/2015,PRESENCIAL,[]}
"{""data"":""04/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/07/2015,PRESENCIAL,[]}
"{""data"":""05/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/07/2015,PRESENCIAL,[]}
"{""data"":""06/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/07/2015,PRESENCIAL,[]}
"{""data"":""12/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/07/2015,PRESENCIAL,[]}
"{""data"":""13/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/07/2015,PRESENCIAL,[]}
"{""data"":""18/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/07/2015,PRESENCIAL,[]}
"{""data"":""19/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/07/2015,PRESENCIAL,[]}
"{""data"":""20/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/07/2015,PRESENCIAL,[]}
"{""data"":""25/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/07/2015,PRESENCIAL,[]}
"{""data"":""26/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/07/2015,PRESENCIAL,[]}
"{""data"":""27/07/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/07/2015,PRESENCIAL,[]}
"{""data"":""01/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/08/2015,PRESENCIAL,[]}
"{""data"":""02/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/08/2015,PRESENCIAL,[]}
"{""data"":""08/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/08/2015,PRESENCIAL,[]}
"{""data"":""09/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/08/2015,PRESENCIAL,[]}
"{""data"":""10/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/08/2015,PRESENCIAL,[]}
"{""data"":""15/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/08/2015,PRESENCIAL,[]}
"{""data"":""16/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/08/2015,PRESENCIAL,[]}
"{""data"":""17/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/08/2015,PRESENCIAL,[]}
"{""data"":""22/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/08/2015,PRESENCIAL,[]}
"{""data"":""23/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/08/2015,PRESENCIAL,[]}
"{""data"":""24/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/08/2015,PRESENCIAL,[]}
"{""data"":""29/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/08/2015,PRESENCIAL,[]}
"{""data"":""30/08/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/08/2015,PRESENCIAL,[]}
"{""data"":""06/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/09/2015,PRESENCIAL,[]}
"{""data"":""07/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/09/2015,PRESENCIAL,[]}
"{""data"":""13/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/09/2015,PRESENCIAL,[]}
"{""data"":""14/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/09/2015,PRESENCIAL,[]}
"{""data"":""20/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/09/2015,PRESENCIAL,[]}
"{""data"":""21/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/09/2015,PRESENCIAL,[]}
"{""data"":""27/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/09/2015,PRESENCIAL,[]}
"{""data"":""28/09/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/09/2015,PRESENCIAL,[]}
"{""data"":""03/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/10/2015,PRESENCIAL,[]}
"{""data"":""04/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/10/2015,PRESENCIAL,[]}
"{""data"":""05/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/10/2015,PRESENCIAL,[]}
"{""data"":""10/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/10/2015,PRESENCIAL,[]}
"{""data"":""11/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/10/2015,PRESENCIAL,[]}
"{""data"":""12/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/10/2015,PRESENCIAL,[]}
"{""data"":""17/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",17/10/2015,PRESENCIAL,[]}
"{""data"":""18/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/10/2015,PRESENCIAL,[]}
"{""data"":""19/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/10/2015,PRESENCIAL,[]}
"{""data"":""24/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/10/2015,PRESENCIAL,[]}
"{""data"":""25/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/10/2015,PRESENCIAL,[]}
"{""data"":""26/10/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/10/2015,PRESENCIAL,[]}
"{""data"":""01/11/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/11/2015,PRESENCIAL,[]}
"{""data"":""02/11/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/11/2015,PRESENCIAL,[]}
"{""data"":""09/11/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/11/2015,PRESENCIAL,[]}
"{""data"":""15/11/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/11/2015,PRESENCIAL,[]}
"{""data"":""16/11/2015"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",16/11/2015,PRESENCIAL,[]}
"{""data"":""03/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/01/2014,PRESENCIAL,[]}
"{""data"":""04/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/01/2014,PRESENCIAL,[]}
"{""data"":""05/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/01/2014,PRESENCIAL,[]}
"{""data"":""06/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/01/2014,PRESENCIAL,[]}
"{""data"":""11/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/01/2014,PRESENCIAL,[]}
"{""data"":""12/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/01/2014,PRESENCIAL,[]}
"{""data"":""13/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/01/2014,PRESENCIAL,[]}
"{""data"":""18/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/01/2014,PRESENCIAL,[]}
"{""data"":""19/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",19/01/2014,PRESENCIAL,[]}
"{""data"":""20/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/01/2014,PRESENCIAL,[]}
"{""data"":""25/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/01/2014,PRESENCIAL,[]}
"{""data"":""26/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",26/01/2014,PRESENCIAL,[]}
"{""data"":""27/01/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/01/2014,PRESENCIAL,[]}
"{""data"":""01/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/03/2014,PRESENCIAL,[]}
"{""data"":""02/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",02/03/2014,PRESENCIAL,[]}
"{""data"":""03/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/03/2014,PRESENCIAL,[]}
"{""data"":""08/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",08/03/2014,PRESENCIAL,[]}
"{""data"":""09/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",09/03/2014,PRESENCIAL,[]}
"{""data"":""10/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/03/2014,PRESENCIAL,[]}
"{""data"":""22/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",22/03/2014,PRESENCIAL,[]}
"{""data"":""23/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",23/03/2014,PRESENCIAL,[]}
"{""data"":""24/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/03/2014,PRESENCIAL,[]}
"{""data"":""29/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",29/03/2014,PRESENCIAL,[]}
"{""data"":""30/03/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",30/03/2014,PRESENCIAL,[]}
"{""data"":""06/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/04/2014,PRESENCIAL,[]}
"{""data"":""07/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/04/2014,PRESENCIAL,[]}
"{""data"":""13/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",13/04/2014,PRESENCIAL,[]}
"{""data"":""14/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",14/04/2014,PRESENCIAL,[]}
"{""data"":""15/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",15/04/2014,PRESENCIAL,[]}
"{""data"":""20/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",20/04/2014,PRESENCIAL,[]}
"{""data"":""21/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",21/04/2014,PRESENCIAL,[]}
"{""data"":""27/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",27/04/2014,PRESENCIAL,[]}
"{""data"":""28/04/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",28/04/2014,PRESENCIAL,[]}
"{""data"":""03/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",03/05/2014,PRESENCIAL,[]}
"{""data"":""04/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",04/05/2014,PRESENCIAL,[]}
"{""data"":""05/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/05/2014,PRESENCIAL,[]}
"{""data"":""10/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",10/05/2014,PRESENCIAL,[]}
"{""data"":""11/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",11/05/2014,PRESENCIAL,[]}
"{""data"":""18/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",18/05/2014,PRESENCIAL,[]}
"{""data"":""24/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",24/05/2014,PRESENCIAL,[]}
"{""data"":""25/05/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",25/05/2014,PRESENCIAL,[]}
"{""data"":""01/06/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",01/06/2014,PRESENCIAL,[]}
"{""data"":""05/07/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",05/07/2014,PRESENCIAL,[]}
"{""data"":""06/07/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",06/07/2014,PRESENCIAL,[]}
"{""data"":""07/07/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",07/07/2014,PRESENCIAL,[]}
"{""data"":""12/07/2014"",""tipo"":""PRESENCIAL"",""colegiados"":[]}",12/07/2014,PRESENCIAL,[]}
